simulation,grad,fls1,fls2,fls3,pointvalue1,pointvalue2,pointvalue3,pointvalue4,pointvalue5,pointvalue6,pointvalue7,pointvalue8,pointvalue9,pointvalue10,pointvalue11,pointvalue12,pointvalue13,pointvalue14,pointvalue15,pointvalue16,pointvalue17,pointvalue18,pointvalue19,pointvalue20,pointvalue21,pointvalue22,pointvalue23,pointvalue24,pointvalue25,pointvalue26,pointvalue27,pointvalue28,pointvalue29,pointvalue30,pointvalue31,pointvalue32,pointvalue33,pointvalue34,pointvalue35,pointvalue36,pointvalue37,pointvalue38,pointvalue39,pointvalue40,pointvalue41,pointvalue42,pointvalue43,pointvalue44
103,0.023886442,0.1115442993,0.1004373459,0.6808916828,22.0591673601,22.6471470098,23.2398188615,23.845998725,24.3581154607,24.8416644653,25.3465863316,25.875289404,26.4052392196,26.9400014384,27.6606745163,28.1294250552,34.3307629007,40.7055274433,47.6579143,54.8088154124,62.128050834,69.4725475453,76.822714005,84.0302722009,91.1571685995,97.6346785616,100.3907011051,113.929365394,126.9903271424,139.0871478224,150.1342131769,159.7023517366,168.4563522425,176.3841303482,183.9525662421,191.2024681308,197.2805982769,199.044636445,204.4961394176,209.6607393218,214.5411300188,219.6282320581,224.9279959075,230.4201548297,235.7314116516,240.7409743074,245.4840013776,249.9966597798
104,0.0215892821,0.1101657264,0.7018051176,0.5916775105,22.0591651087,22.6469394498,23.2390364492,23.8442576327,24.355222409,24.8374223814,25.3406466266,25.8672924532,26.3948846269,26.9269759417,27.643774424,28.1160115243,34.3660613602,40.7944263666,47.8044177286,55.0093389278,62.3751100196,69.7558191276,77.1307478578,84.3507630914,91.4778838428,97.9447419742,98.4514705048,100.7907524236,103.1204175558,105.3646542145,107.5910546853,109.7997474434,112.056175223,114.226233708,116.386709675,118.5429336241,120.3790555666,121.1958950267,123.8463099312,126.4495964876,129.0160935456,131.6592941427,134.1636043609,136.6376260991,139.0815652961,141.4956993064,143.8803752768,146.2359082276
105,0.0321920531,0.1002130173,0.7595358135,0.8460292832,22.0591755001,22.6478974638,23.2426477515,23.852293818,24.368575578,24.8570021432,25.3680619285,25.9042031787,26.4426772842,26.9870964231,27.7217778003,28.2549176227,35.3537255316,42.712480948,50.7651420772,59.0420054775,67.4908415096,75.9448685125,84.3795831823,92.619680486,100.7292168837,108.0647218416,108.596263864,111.0350779037,113.4625116278,115.7997403312,118.1173397252,120.4157241161,122.7631148223,125.0203157254,127.2674200405,129.5101664025,131.4191787977,132.0177971823,133.9115055271,135.7791705524,137.6282343847,139.5417183121,141.3623450995,143.1691640117,144.9622678595,146.7417640806,148.5077738281,150.2603567986
106,0.1643785055,0.083862926,0.2979796285,0.4852915164,22.0593050513,22.6598411791,23.2876704384,23.9524822343,24.5350516852,25.1011061854,25.7098529117,26.3643751358,27.0385160365,27.736628144,28.6942665529,29.5284286331,40.8433106341,52.8500718502,66.2555816884,80.3284585987,95.0691995255,110.2154935088,125.6556183267,140.9723488325,156.2208810919,170.1503486068,172.8780960876,186.0930757006,199.0184600597,211.2762090379,223.2247785078,234.8721541198,246.535987775,257.5100926765,268.1286182956,278.2537037215,286.5472232406,290.0112652802,300.7159601579,310.4476291584,319.5359330882,328.5282947677,336.6540243197,344.1028160465,350.9114372853,357.514115673,364.2540619344,371.0983914792
107,0.0655490651,0.0973555308,0.3842928143,0.2801985572,22.0592081921,22.6509114387,23.254009145,23.8775761836,24.4105855224,24.9186013565,25.4543122646,26.0203267393,26.5930361151,27.1762393965,27.9671830783,28.5579515147,36.4585469953,44.6949782286,53.7602149897,63.13797621,72.7879535241,82.53651969,92.3591340373,102.0421987679,111.6466424038,120.3889711233,121.6556185845,127.6996001157,133.6620444233,139.3573618638,144.9523842174,150.449257653,156.0046125677,161.2947939027,166.5080905524,171.648749115,176.017650329,178.9489084016,188.6546172877,197.8958228007,206.6064997433,215.1416955833,222.7695528843,229.7554623064,236.2965520783,242.6185729744,248.6995380007,254.503997367
108,0.1749483386,0.0916143145,0.3011954049,0.3038807575,22.0593154104,22.660796217,23.2912705221,23.960493455,24.5483633722,25.1206251221,25.7371830473,26.4011711971,27.0861602246,27.7965618594,28.7720268365,29.5462206879,40.0041070561,51.0481679742,63.3788410544,76.3548874421,89.9945952412,104.097445674,118.6163381068,133.1860030837,147.8483981788,161.3512083304,163.9562843099,176.5812594154,188.9998918452,200.8393778694,212.4421598471,223.8101357434,235.2580220264,246.1084250134,256.7209999988,267.0302022955,275.6724126574,279.981306912,293.3929204696,305.3565405732,316.3508928342,326.7840523476,336.3198447634,346.5240111406,357.1492647002,367.5635819333,378.1162654305,389.4798878076
109,0.133482446,0.086907607,0.6982800264,0.2253153277,22.0592747712,22.6570495637,23.2771472449,23.9290651048,24.4961410736,25.0440515261,25.629965795,26.2568187267,26.8992501042,27.5614394146,28.4669654822,29.2270097157,39.5000227045,50.3534206046,62.4237282963,75.0372187001,88.1781731521,101.6204390189,115.2901187911,128.8368103895,142.3131663442,154.6106812618,155.5862043132,160.1051865142,164.6087438206,168.9547472596,173.2735043035,177.5655669617,181.9579910949,186.1927486437,190.4186716205,194.6482522281,198.2472555014,201.9915082298,214.6549405931,226.9168103096,238.8402063037,250.9488367002,262.2568807447,273.1330288801,283.2731335179,292.4437064516,300.7152134626,308.3359934418
110,0.1616678171,0.0704521013,0.500495083,0.2573270109,22.0593023947,22.6595962547,23.2867471783,23.9504277153,24.5316378342,25.0961004531,25.702843957,26.3549385955,27.026297438,27.7212578325,28.6743283105,29.6738537257,43.3618384578,58.0320173969,74.4029684917,91.517501103,109.2758743426,127.1811144375,145.0017959555,162.3021900395,179.2313638956,194.4974117888,196.2077180452,204.293052228,212.2683774401,219.8950412404,227.4018892626,234.795763476,242.2919818261,249.4573143085,256.5460848826,263.5676900429,269.5422657693,273.2362363939,285.5165899354,297.2779569538,308.4353395707,319.4495452288,329.5254633641,339.596739005,349.8266310364,359.7890680155,369.327626619,378.7592708951
111,0.1929819348,0.084983651,0.1358065339,0.2649973608,22.0593330845,22.6624256437,23.2974127624,23.9741617048,24.57107495,25.1539271258,25.7838120359,26.4639503633,27.1674477943,27.8988170616,28.9047001149,29.7683976513,41.491308066,53.9433550438,67.886485654,82.5885361165,98.0729950408,114.0810998535,130.5011613197,146.882464353,163.2716925043,178.3052951969,183.2138831083,207.3734643643,230.9114818569,253.0727250127,273.7840562967,292.0444410241,308.8929434554,324.305845077,339.1906756027,353.6546063477,365.8407070122,374.2647124244,400.8676652178,428.4003407444,457.0955563799,483.2670303112,505.0339106072,523.7074788577,539.8433662352,553.9604578863,566.4092717728,577.4586408247
112,0.1362797051,0.0868354037,0.4173905013,0.4538791227,22.0592775127,22.6573023102,23.278099991,23.9311852386,24.499663952,25.0492171254,25.6371985932,26.2665566397,26.9118589255,27.5773006044,28.4875447623,29.252182884,39.5893626929,50.5133994306,62.6665076311,75.3724458002,88.6173385288,102.1738942379,115.9668708217,129.641478497,143.2499751295,155.6718677256,157.3415760133,165.302505576,173.170316394,180.7044164857,188.1268830824,195.4404759911,202.8550819326,209.9390435643,216.9423789366,223.8729894723,229.7624996976,232.9951036521,243.6014875734,253.799192145,263.5916967181,273.3683816374,282.3536705136,290.9740740687,299.2130941069,306.9783497007,314.1619338598,320.7326398201
113,0.1812421282,0.0907113196,0.2672837129,0.6275362449,22.0593215788,22.6613648928,23.2934141859,23.9652637231,24.5562897941,25.1322476405,25.7534567311,26.4230813507,27.1145298772,27.8322492908,28.8183299878,29.6090367775,40.2987556375,51.5992267143,64.2261392888,77.524340535,91.5155431915,105.9930360479,120.9024112053,135.8625141969,150.9139540018,164.7729803998,167.8219205838,182.6685759916,197.2113521678,211.0199266747,224.4918002861,237.6290458424,250.7805818381,263.1309974192,275.0310233539,286.287231836,295.4209380369,298.7501750448,308.9994932504,318.4303429622,327.2930653996,336.1218632583,344.274962599,352.0924384051,359.4905385008,366.4043394448,372.9060903862,379.1733789058
114,0.1035231531,0.1046382695,0.3112437991,0.8830350881,22.0592454092,22.6543425899,23.266943114,23.9063579813,24.4584102293,24.9887267605,25.5525008507,26.1525234211,26.7642067062,27.3915623966,28.246555821,28.8389676394,36.7534945533,44.9946914261,54.0995535099,63.592990442,73.4675079607,83.5680562796,93.8882260877,104.2125264686,114.6041887855,124.1812592007,125.9316444749,134.3880452459,142.7440068519,150.7385768141,158.600559205,166.3288689988,174.1401652244,181.5767199296,188.8977753562,196.0983220113,202.2019993886,204.0441330269,209.8060041916,215.3887924307,220.8057410809,226.2828097021,231.3761767044,236.3166545886,241.1142830165,245.7814533123,250.330544794,254.7713873103
115,0.0884808348,0.1041674291,0.1576589024,0.3034700711,22.0592306667,22.6529834402,23.2618197026,23.8949569185,24.439465878,24.9609486438,25.5136063297,26.100157593,26.6964025101,27.306268522,28.1358905491,28.7135986451,36.4252994111,44.4466067478,53.2927411174,62.4938122989,72.0343247848,81.7577661683,91.6540151867,101.5163521187,111.4077962258,120.4980619908,123.6158470362,138.9149903136,153.7343274965,167.6106700926,180.923354217,193.5375359732,205.3306819276,215.3020485943,224.0415059471,231.8967259806,238.1348000104,241.1324093601,250.8556008842,259.7456168536,270.0687482723,285.0734279639,299.3773959201,312.4575888991,324.4780773648,335.4124998558,345.320632434,354.3054172645
116,0.0270736908,0.1136733533,0.3690167005,0.7986962045,22.0591704838,22.6474349939,23.240904438,23.8484144446,24.3621294937,24.8475502449,25.3548275159,25.8863849627,26.4196059444,26.9580739721,27.6841229823,28.1472896568,34.2707646705,40.5599918692,47.4197094368,54.4820663109,61.7224825684,69.0021886279,76.3032316699,83.4789198883,90.5908296248,97.0664048931,98.0354991485,102.6628388221,107.2385388617,111.6165291085,115.9234933888,120.15906514,124.4428700051,128.5233906999,132.5452780957,136.5118914814,139.8803643109,140.9990177065,144.5383201299,147.9914696894,151.3712336176,154.8228792753,158.0642050623,161.2351447968,164.3345401743,167.3620064907,170.3181161208,173.2042126273
117,0.0144280592,0.1139738847,0.2434975993,0.6337367952,22.0591580902,22.646292397,23.2365973377,23.8388299087,24.3462035384,24.8241980046,25.3221300436,25.8423625614,26.3626049641,26.8863699369,27.5910900346,28.0396419658,33.9615373776,40.032358854,46.6389346747,53.4224864769,60.3541163875,67.295393343,74.2251618503,81.0032983369,87.6898505432,93.7542715242,95.1681361917,102.0056932435,108.6763265011,114.9716461515,121.0701839833,126.9747721146,132.8455471137,138.338094351,143.6445909117,148.7292674605,152.9604350246,154.5918669188,159.6942694531,164.4298678148,168.8444386019,173.1664881871,177.0980030844,180.8479381526,184.4190570305,187.7851437079,190.9059957058,193.7593795135
118,0.1332569799,0.0831243235,0.275442811,0.603039586,22.0592745502,22.6570291917,23.2770704512,23.9288942168,24.4958571208,25.0436351659,25.6293828135,26.2560338266,26.8982338018,27.5601609632,28.4653073703,29.2614656449,40.0486366887,51.4765961379,64.1886143239,77.4600081837,91.2666593363,105.3495979216,119.6048319896,133.657842838,147.5716839356,160.2245175535,162.9046693872,175.9097275827,188.5671742554,200.5120312836,212.0951422695,223.327226512,234.4995876698,244.893190375,254.7725785697,263.9262906469,271.1874287802,273.7875031553,281.718237633,288.9835756322,295.8443827049,302.7055118714,309.0240936499,315.0192201734,320.6365391563,325.9836073851,331.3196078799,336.799912545
119,0.1291066528,0.0956327477,0.4081960304,0.6496551386,22.0592704826,22.6566541886,23.2756568504,23.9257485487,24.4906301835,25.0359709038,25.6186514234,26.2415855673,26.8795259412,27.5366275243,28.4347720829,29.1171319681,38.2908498286,47.9203542454,58.6108094326,69.7909333944,81.4545181561,93.4217479967,105.6672559733,117.9066895151,130.1923601712,141.4832037066,143.0341057927,150.4422008477,157.7863518675,164.8385068707,171.8048722919,178.6857133282,185.678422631,192.3742621048,199.0079268465,205.5891689845,211.1880749509,213.530986536,221.1117611281,228.4937830973,235.6979938406,243.0241765964,249.8711205307,256.5346991944,263.0163857692,269.3223125682,275.4604069825,281.4351518085
120,0.1956674834,0.092862938,0.4141436952,0.6607850563,22.0593357165,22.6626682967,23.2983274599,23.9761971695,24.5744571398,25.1588864334,25.7907559872,26.4732993861,27.1795530736,27.9140448238,28.9244560796,29.7149505898,40.3960795822,51.6807550065,64.3016456066,77.6190202915,91.6651307947,106.2450463621,121.3188765389,136.5091086098,151.8553331449,166.0313670638,167.9625621835,177.2003825707,186.3758873812,195.2057823613,203.9480246381,212.6016778945,221.4153866938,229.8733675179,238.2696963671,246.6178459294,253.7250625013,256.6560037245,266.1389245431,275.3866946554,284.4236449971,293.6251973603,302.2356151601,310.6261752561,318.799007201,326.7620984723,334.5254690587,342.0944489376
121,0.0836054676,0.1035960381,0.4976697591,0.1650986735,22.0592258885,22.6525429261,23.2601591532,23.8912617189,24.4333258225,24.9519454758,25.5010002227,26.0831852994,26.6744264855,27.278623916,28.100022806,28.6753122423,36.3541646367,44.340502998,53.1434675319,62.2914683976,71.7656553151,81.408104221,91.2069662563,100.9569199678,110.7206199523,119.6813475592,120.6766633866,125.3814940359,130.0631148613,134.572947909,139.0436844406,143.4747649621,147.9948959115,152.3384335145,156.6573874284,160.9611032052,164.6314654079,168.0625504646,179.7324251405,191.2231267879,202.472682624,213.7760025671,224.2375216853,234.6017000313,244.8142228718,254.5831754808,263.8926307925,272.9317968484
122,0.0403074537,0.083126361,0.3137502558,0.2047094404,22.0591834537,22.6486307313,23.2454118558,23.8584447444,24.3787961435,24.8719885662,25.3890457033,25.9324547862,26.4792579631,27.0331128648,27.7814828502,28.4407539026,37.3183248414,46.6440170565,56.8649617436,67.3070062887,77.8777681003,88.353285673,98.6752293545,108.6123837697,118.2426450872,126.8379893183,128.3924046572,135.8458465517,143.0688921372,149.8535135764,156.4053073919,162.7389684217,169.0332778422,174.9207946905,180.6011178271,186.0203938661,190.4963515153,193.6988290041,203.2016368095,211.2486175995,218.2185371864,226.506671863,234.9803733334,243.6448344812,252.8860289873,261.8222998799,269.9298484949,277.1958040035
123,0.0050835064,0.099417194,0.8351092837,0.6955350165,22.059148932,22.6454480694,23.2334145843,23.8317473679,24.3344349741,24.8069417498,25.2979680828,25.8098319876,26.3204838044,26.8333838812,27.5223420734,28.0268514385,34.7297469998,41.6576820224,49.2011719671,56.8995110611,64.683792415,72.3851080851,79.9747542018,87.299060554,94.4243577334,100.8067715573,101.2260852216,103.1308717333,105.0239537833,106.8429878725,108.6432942037,110.4254672648,112.2425459469,113.9863553565,115.7192560071,117.445200252,118.9151677794,119.4701898653,121.2497890266,122.9990001053,124.7248295871,126.5042395709,128.1913492223,129.8597574577,131.5096630022,133.1412885269,134.7548787022,136.3506607858
124,0.1337324206,0.1120776222,0.8986903342,0.8785575726,22.0592750162,22.6570721501,23.2772323862,23.9292545687,24.4964558925,25.0445131453,25.6306121477,26.2576889467,26.9003768804,27.5628568359,28.4688032451,29.053423341,36.8527714425,44.9587296398,53.9283768577,63.3221787884,73.1554967341,83.288930441,93.7313221577,104.278118242,115.0013554189,124.9706315499,125.5973521847,128.4571601514,131.325574771,134.1111146259,136.8982487357,139.6861252951,142.5593321674,145.3462741134,148.1447627537,150.9658376482,153.3618541017,154.094694622,156.4190971588,158.7265789436,161.0263462286,163.4233677259,165.7191247228,168.0127047438,170.3039852675,172.5928549473,174.8792123529,177.1628060476
125,0.1629038854,0.101383429,0.6047499224,0.3527088797,22.0593036061,22.6597079397,23.287168183,23.9513645717,24.5331945432,25.0983830567,25.7060400259,26.3592416384,27.0318690936,27.7282666628,28.6834156604,29.3662221135,38.5359727636,48.1488094462,58.8455577344,70.0887621992,81.8967838587,94.108139355,106.7205486563,119.4568758729,132.3743456177,144.3483583297,145.4513711028,150.6257510671,155.7996905478,160.8097871393,165.8045755322,170.7826209538,175.8909618471,180.8286237063,185.767293604,190.7225060937,194.9413444272,198.2527398681,209.3814773585,220.2427730766,230.881673882,241.7572078456,251.9878195649,262.0110683613,271.8174895739,281.389052437,290.6886387818,299.6474567558
126,0.1618148518,0.0832439979,0.1189320388,0.1914000075,22.0593025388,22.65960954,23.2867972583,23.9505391577,24.5318230103,25.0963719769,25.7032241408,26.3554504577,27.0269602062,27.7220915577,28.6754060272,29.5123445583,40.8680044756,52.9214600231,66.3759262101,80.4928740413,95.2694601135,110.4373375244,125.8797047112,141.1788488809,156.3931783254,170.2842935378,174.7219130819,196.6216339823,218.1569717286,238.4857845893,257.2641941193,274.6439314776,291.7353432048,307.5990132007,322.9256103077,337.7311501867,350.3302401959,363.5414041942,403.3889573594,439.8466859339,469.2173981412,493.007399231,511.0402422345,525.662462034,537.7157792306,547.8137291586,556.409358601,563.8322691856
127,0.1066878066,0.1038590929,0.6695089095,0.278841341,22.0592485107,22.6546285323,23.2680209946,23.9087565752,24.4623958056,24.994570814,25.5606836108,26.1635403201,26.778471581,27.4095068087,28.2698379405,28.8704951612,36.8999503687,45.2672703735,54.5165808474,64.1646853442,74.204470035,84.4792239279,94.981992014,105.4917504058,116.0709808141,125.8210208768,126.6300457965,130.3944730546,134.1560762535,137.7949769416,141.4198111336,145.0298952761,148.7323045884,152.3081749488,155.8825627515,159.4665484491,162.5168886612,165.4699259731,175.4473252578,185.146544334,194.6093807161,204.2434514313,213.2719401619,222.086932979,230.6785319537,239.0092854524,246.9941070696,254.5120702817
128,0.192377108,0.0966287919,0.5126558127,0.2284041846,22.0593324918,22.6623709946,23.2972067585,23.9737032868,24.5703132289,25.1528102135,25.7822481513,26.4618448197,27.1647214993,27.8953875354,28.9002484915,29.6547205427,39.8267465454,50.5440350786,62.5162554639,75.1443812151,88.4601268396,102.2865268087,116.6061069564,131.079447186,145.7523877678,159.3448704738,160.824325539,167.8301659194,174.8208593352,181.5775655746,188.2991974446,194.9841658098,201.8278689885,208.4287121818,215.0158024994,221.6067572962,227.223309341,232.2443042878,249.2215228748,265.7657453373,281.8878411797,298.1710093853,313.0966985029,326.8947182239,339.4089186095,351.0504059247,362.1945302722,372.9357103056
129,0.0875485218,0.1123443652,0.1677265275,0.3111681863,22.059229753,22.652899201,23.2615021569,23.8942502881,24.4382917195,24.9592269743,25.5111956727,26.0969119933,26.6922000503,27.3009820635,28.1290317347,28.6626752503,35.7586980895,43.1023215597,51.1852001493,59.5963171524,68.3327522349,77.2545110428,86.3587255455,95.4655739943,104.6428907388,113.1146068448,115.9957935864,130.1761651309,143.9890129517,156.9936227353,169.5411908912,181.5998611633,193.3018621406,203.6358588263,212.829207493,220.8230492963,226.9223880617,229.5691294197,237.8120254261,245.2864080074,252.3029629635,263.2433656285,276.660120149,289.6077654919,301.5995035171,312.7432904062,323.0278366223,332.4806556727
130,0.1210214189,0.0784758332,0.4761726658,0.2699180851,22.0592625586,22.6559236468,23.2729030209,23.9196204867,24.48044761,25.0210401885,25.5977456498,26.213438977,26.8430812406,27.4907821356,28.3752919515,29.2022314293,40.4349017148,52.3651759827,65.6127762233,79.3887503177,93.6429857262,108.0689222317,122.5313170493,136.6560758138,150.5300432542,163.0685848895,164.5367277404,171.4840428719,178.339811199,184.8957787526,191.3475075272,197.6997578038,204.1366014855,210.2850969853,216.3642358804,222.3830886554,227.5019858134,230.9454628805,242.4133527937,253.414509743,263.8745411404,274.2082145011,283.4823146807,292.0899139111,300.3718439379,308.4998907384,316.3396610151,323.8669520685
131,0.14465387,0.0739819036,0.3295404196,0.818205939,22.0592857199,22.6580589584,23.2809522304,23.9375322909,24.5102104064,25.0646813994,25.6588514481,26.2957090666,26.9496060011,27.6247843077,28.5491560557,29.4691600618,42.0232391051,55.4261626836,70.353472113,85.9263169868,102.0795032541,118.4139022502,134.7380633598,150.6342543273,166.2199415863,180.2933701642,182.7717153961,194.7227453933,206.367859474,217.3755426818,228.0756964449,238.4836532581,248.8853410146,258.6471381468,268.0588811056,276.9833200459,284.2423847726,286.4984103057,293.4452677956,299.9560492388,306.1352074755,312.3190237609,318.0655493658,323.6556618176,329.0957241182,334.3770891544,339.4802332873,344.3804840468
132,0.1200270046,0.0855173287,0.4116140584,0.7881340008,22.059261584,22.6558337964,23.2725643235,23.9188667877,24.4791952409,25.0192038388,25.5951744192,26.2099771881,26.8385988554,27.4851435465,28.3679747977,29.1217947853,39.3117828624,50.0771879677,62.0302743763,74.4866642911,87.4183183977,100.5917076953,113.927198086,127.0843269267,140.1211129985,151.9795990565,153.5946473788,161.2932297399,168.8876932499,176.1467512162,183.2849222165,190.3060901406,197.4116025972,204.1885921479,210.8773671794,217.4836930628,223.0919375444,225.0095356501,231.1026651056,237.0309406579,242.8103747327,248.6828869064,254.1694509013,259.5117199739,264.7150025347,269.7877362265,274.7394617592,279.5778986392
133,0.1713151118,0.1085245598,0.8928502128,0.5851942409,22.0593118496,22.6604679366,23.2900330455,23.9577397141,24.5437876729,25.1139157707,25.7277887095,26.3885230847,27.0697832259,27.775960514,28.7452963656,29.3913393518,38.0423123462,47.0772032122,57.1204280654,67.6861315043,78.8022073186,90.3236615191,102.2649695295,114.3850396255,126.7538627733,138.2832538873,139.0136097934,142.3500766723,145.6979538244,148.9508812794,152.2072863998,155.4661076224,158.8261288428,162.0870981285,165.3632164853,168.6676858165,171.4740524845,172.7498756681,176.9221754745,181.0586591848,185.1755158022,189.4575868724,193.5543575893,197.6405196198,201.7156388113,205.779324252,209.8312220373,213.8706679445
134,0.1340059865,0.1147668011,0.2130406276,0.2935934896,22.0592752843,22.6570968682,23.2773255628,23.9294619132,24.4968004224,25.0450183298,25.6313194997,26.2586412936,26.9016099959,27.5644080261,28.4708159251,29.0417309448,36.6497484727,44.5450921216,53.2758029251,62.4190406601,71.9931512449,81.8634608344,92.0405973847,102.3292021403,112.8038325873,122.5545598385,125.2799036812,138.6841599666,151.8887889666,164.4756546241,176.7879915622,188.8149915617,200.8705496108,212.2035175309,223.1309901239,233.4699421312,241.8947472451,246.0711857525,258.3964118122,269.0977785848,278.6062503852,287.5784862924,297.8555602193,309.8074921071,321.8202584014,333.8891425292,346.2509058073,358.45781207
135,0.1861859114,0.0818529419,0.5520011376,0.6204048287,22.059326424,22.6618115886,23.2950980378,23.9690107773,24.5625160129,25.1413771499,25.7662397394,26.4402918162,27.136814291,27.860281833,28.8547029106,29.7431607852,41.8226846538,54.6777233559,69.0677059596,84.2213756233,100.1500587637,116.5576837224,133.2992175149,149.9091446162,166.4480823145,181.5633700241,183.0868974093,190.256914718,197.3826896906,204.2437746037,211.0440040547,217.784652689,224.6626152034,231.2764192534,237.8582300516,244.424466281,250.0110457855,252.4738936876,260.4938235451,268.352233266,276.0798928025,284.0114571341,291.5008283413,298.8667725812,306.1052133605,313.2132432895,320.1894824284,327.0324040957
136,0.0650720477,0.0787962855,0.1389160077,0.8422769823,22.0592077246,22.6508683378,23.253846673,23.8772146366,24.409984765,24.9177204654,25.4530788535,26.0186661303,26.5908859292,27.1735345833,27.9636751556,28.6997506135,38.6610398403,49.1865719011,60.7677793247,72.6492321918,84.7415444428,96.7788142193,108.6707046712,120.1379867237,131.2705350195,141.2292009766,144.2171969868,158.7392971201,172.6684538971,185.5886162703,197.4111900271,207.8266117511,217.656074684,226.7182674103,235.4443973074,243.8974996418,251.0610986242,252.891992702,258.4864089876,263.8487570169,268.9775313419,274.1152484207,279.0503228115,284.1570262975,289.353683526,294.45688504,299.3607715658,304.055890008
137,0.0664424452,0.0794828004,0.7330784251,0.2758098497,22.0592090677,22.6509921602,23.2543134302,23.8782533054,24.4117106486,24.9202511299,25.4566222537,26.0234368044,26.5970630821,27.181305095,27.9737569968,28.7052350133,38.6002491239,49.0517527705,60.5560101707,72.3682541766,84.4029464384,96.3991214695,108.2684299117,119.7303063309,130.8713692504,140.8453149147,141.5918893782,145.0250444256,148.4306471297,151.7010661368,154.93503171,158.1343439329,161.3934439779,164.5215931189,167.630315235,170.7275146959,173.3599797502,175.7667549462,183.8548595524,191.6611007366,199.2292024547,206.892439384,214.0398033479,220.9744204028,227.6377475055,233.9025780039,239.6448703577,244.8326357484
138,0.0968398685,0.0947849595,0.8914143436,0.7765814027,22.0592388591,22.6537387213,23.2646667882,23.9012925023,24.449993276,24.9763849754,25.5352200601,26.1292573444,26.7340813805,27.353666427,28.197387549,28.8447514674,37.5343394566,46.6365462782,56.7027501691,67.1721275258,78.0178926605,89.0580588424,100.2633398511,111.3775584773,122.456834542,132.5818632427,133.2159266838,136.0979190009,138.9771764585,141.7610794388,144.5340238505,147.2960950795,150.1303111256,152.8684316633,155.6071033777,158.3554941992,160.6933021357,161.494533205,164.0560929235,166.5903526498,169.1074342401,171.7207916087,174.2157815667,176.6999452447,179.1732945053,181.6358561457,184.0876710935,186.5286211463
139,0.0371846598,0.0987392491,0.1260502756,0.3906066265,22.0591803932,22.6483485711,23.2443482326,23.8560778773,24.3748632855,24.8662218134,25.3809711787,25.9215836106,26.4651817734,27.0154058079,27.7585080506,28.3059539996,35.6044062053,43.1822757264,51.4833680953,60.0215309639,68.7436569845,77.47958641,86.2039909817,94.733642265,103.132483115,110.7332343301,113.5136805248,127.0711500621,140.0533450052,152.0516304425,163.2082703955,172.9760460072,181.6022497686,189.1764122728,196.3671337259,203.2835198836,209.0264830959,211.6258335125,219.9837149883,227.7270455061,236.2894473623,246.4089319055,255.5226637846,263.8768943618,271.5567128743,278.5251440809,284.8263517263,290.5277057414
140,0.0304234955,0.0803403646,0.732262283,0.6773329327,22.0591737668,22.6477376657,23.242045381,23.8509533707,24.3663482501,24.8537362106,25.3634890165,25.8980464163,26.4347053998,26.9770682398,27.7087673385,28.3769824635,37.3858301895,46.8586617302,57.2134697846,67.7380520977,78.3235322425,88.7354530604,98.9132416753,108.6369327611,117.993869774,126.294070195,126.9118691149,129.7456406657,132.5492660093,135.2336099922,137.8799682325,140.4903672298,143.1416643624,145.6787450776,148.1928394803,150.6894816872,152.8099356084,153.6428160543,156.3230088396,158.9499521475,161.5352068161,164.1934837325,166.7094471629,169.1927259436,171.6441276336,174.0644441278,176.4544129575,178.8145307187
141,0.0662159183,0.0746390558,0.1703848758,0.7491452396,22.0592088457,22.6509716923,23.2542362751,23.8780816133,24.4114253598,24.9198328107,25.4560365291,26.0226482113,26.5960419978,27.1800206283,27.972091286,28.7535886496,39.3642149765,50.6122834035,62.9769919404,75.6281400194,88.455364186,101.1521017788,113.6116874749,125.5527460342,137.0850939733,147.3571938693,150.1680230792,163.7750151442,176.7615162047,188.785882084,200.050283908,210.0264551742,218.9114111793,226.7533536249,234.2334739229,241.4692516735,247.4822885923,249.1002257547,254.1715052813,259.1182126514,263.8913867674,268.6800057148,273.3467167032,278.3546863147,283.6492429751,288.9680490565,294.114668937,299.0432437626
142,0.0394095217,0.0962090378,0.4546690354,0.7241124025,22.0591825737,22.6485495986,23.2451060202,23.8577641725,24.3776652847,24.870330387,25.3867239445,25.9293288749,26.4752104781,27.0280213557,27.7748762447,28.3399618671,35.8858112504,43.7364238077,52.3418739504,61.1901127449,70.2231354135,79.2645116251,88.2859916157,97.0954198392,105.756701946,113.5827259162,114.5273900344,118.991076283,123.3976161547,127.6082463522,131.7475240025,135.8175088774,139.9351884024,143.8603682149,147.7335888983,151.5601755437,154.8089898396,156.0074269892,159.8383965146,163.5766718835,167.2372857201,170.9786731078,174.4961580181,177.9416632278,181.3141481323,184.613129635,187.8389356188,190.9925007243
143,0.1949200789,0.1144622215,0.1895070314,0.3745283114,22.059334984,22.6626007649,23.298072894,23.9756306873,24.5735158558,25.1575062279,25.7888234433,26.4706974962,27.1761841008,27.909806845,28.9189563293,29.5555400073,38.068921105,46.9446299025,56.8148633863,67.2199028131,78.2011677436,89.6246132937,101.5167246992,113.6521803991,126.1126473285,137.7906317989,141.4994554357,159.8614948575,177.9547410628,195.1997151517,212.056424876,228.4965148918,244.8919517114,260.0751326585,274.3191835746,287.2154653969,297.2173003724,300.8694506566,311.4011662675,320.7135914287,329.1068385494,336.8572558322,345.9990462916,359.1278396932,374.1809866079,389.0775773749,403.435280658,417.2871566391
